Target,Neighbor,Weight,Neighbor_PM10,Contribution
Monte Gaza,Parco S. Chiara,0.16666666666666666,19.65855268177039,2.7924368102731
Monte Gaza,Piana Rotaliana,0.16666666666666666,22.976636386261823,3.263760372387683
Monte Gaza,Rovereto,0.16666666666666666,19.694131616061057,2.7974906882157864
Monte Gaza,Riva del Garda,0.16666666666666666,18.593587212352055,2.641161748135325
Monte Gaza,"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.4022000596617037
Monte Gaza,Borgo Valsugana,0.16666666666666666,10.118762444001991,1.4373390137333093
