Source,Weight,PM10,Contribution,Scaled_Contribution
Rovereto,0.16666666666666666,19.694131616061057,3.282355269343509,1.641932082622847
Riva del Garda,0.16666666666666666,18.593587212352055,3.098931202058676,1.5501778890372224
"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.8185523751919206,1.4099240306507237
