Neighbor,Weight,Neighbor_PM10,Contribution,Pct_of_Spillover
Piana Rotaliana,0.16666666666666666,22.976636386261823,3.8294393977103036,20.726194753056774
Monte Gaza,0.16666666666666666,22.56352663016426,3.7605877716940435,20.35354694180511
Rovereto,0.16666666666666666,19.694131616061057,3.282355269343509,17.76519419573857
Riva del Garda,0.16666666666666666,18.593587212352055,3.098931202058676,16.772442373313506
"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.8185523751919206,15.254939269922293
Borgo Valsugana,0.16666666666666666,10.118762444001991,1.686460407333665,9.127682466163748
