Source,Weight,PM10,Contribution,Scaled_Contribution
Piana Rotaliana,0.16666666666666666,22.976636386261823,3.8294393977103036,1.9155998938585443
Parco S. Chiara,0.16666666666666666,19.65855268177039,3.2764254469617318,1.6389658084648266
Borgo Valsugana,0.16666666666666666,10.118762444001991,1.686460407333665,0.8436178358682566
