Source,Weight,PM10,Contribution
Piana Rotaliana,0.16666666666666666,22.976636386261823,3.263760372387683
Monte Gaza,0.16666666666666666,22.56352663016426,3.2050794049592155
Borgo Valsugana,0.16666666666666666,10.118762444001991,1.4373390137333093
