Source,Weight,PM10,Contribution
Rovereto,0.16666666666666666,19.694131616061057,2.7974906882157864
"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.4022000596617037
Riva del Garda,0.16666666666666666,18.593587212352055,2.641161748135325
