Neighbor,Weight,Neighbor_PM10,Contribution,BLH,WindSpeed,Mechanism,Pct_of_Spillover
Monte Gaza,0.16666666666666666,22.56352663016426,3.7605877716940435,339.1614516303717,0.7246593117514095,Mixed factors,19.531723885529868
Rovereto,0.16666666666666666,19.694131616061057,3.282355269343509,338.1558729845746,0.6277734624164563,Mixed factors,17.047882061838322
Parco S. Chiara,0.16666666666666666,19.65855268177039,3.2764254469617318,319.8954802203263,0.7430192901816112,Mixed factors,17.017083776973685
Via Bolzano,0.16666666666666666,18.503388925241023,3.083898154206837,330.6601804217947,0.6953526284507183,Mixed factors,16.017136388211313
"Laives_1,_c/o_campi_sportivi_zona_Galizia",0.16666666666666666,18.191539327797084,3.0319232212995137,409.6690808003256,0.6480365468788205,Mixed factors,15.747189215017828
"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.8185523751919206,390.7211506578106,0.7432021653836479,Mixed factors,14.638984672428986
