Neighbor,Weight,Neighbor_PM10,Contribution,BLH,WindSpeed,Mechanism,Pct_of_Spillover
Piana Rotaliana,0.16666666666666666,22.976636386261823,3.8294393977103036,338.1558729845746,0.6277734624164563,Mixed factors,19.749964069553027
Rovereto,0.16666666666666666,19.694131616061057,3.282355269343509,338.1558729845746,0.6277734624164563,Mixed factors,16.928430483010988
Parco S. Chiara,0.16666666666666666,19.65855268177039,3.2764254469617318,319.8954802203263,0.7430192901816112,Mixed factors,16.897847996433725
Riva del Garda,0.16666666666666666,18.593587212352055,3.098931202058676,319.8954802203263,0.9126598932024583,Mixed factors,15.98243856039883
Via Bolzano,0.16666666666666666,18.503388925241023,3.083898154206837,330.6601804217947,0.6953526284507183,Mixed factors,15.904907067118842
"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.8185523751919206,390.7211506578106,0.7432021653836479,Mixed factors,14.53641182348459
