Source,Weight,PM10,Contribution,Scaled_Contribution
Piana Rotaliana,0.16666666666666666,22.976636386261823,3.8294393977103036,1.9155998938585443
Monte Gaza,0.16666666666666666,22.56352663016426,3.7605877716940435,1.8811582553336998
Borgo Valsugana,0.16666666666666666,10.118762444001991,1.686460407333665,0.8436178358682566
