Source,Weight,PM10,Contribution,Scaled_Contribution
Monte Gaza,0.16666666666666666,22.56352663016426,3.7605877716940435,1.8811582553336998
Parco S. Chiara,0.16666666666666666,19.65855268177039,3.2764254469617318,1.6389658084648266
