Neighbor,Weight,Neighbor_PM10,Contribution,Pct_of_Spillover
Piana Rotaliana,0.16666666666666666,22.976636386261823,3.8294393977103036,21.283928807698683
Rovereto,0.16666666666666666,19.694131616061057,3.282355269343509,18.24324884630721
Parco S. Chiara,0.16666666666666666,19.65855268177039,3.2764254469617318,18.210291041180042
Riva del Garda,0.16666666666666666,18.593587212352055,3.098931202058676,17.223782448159433
"A22_sud,_Termeno,_c/o_Maso_Binnenland",0.16666666666666666,16.911314251151524,2.8185523751919206,15.665443910725932
Borgo Valsugana,0.16666666666666666,10.118762444001991,1.686460407333665,9.373304945928709
